year,section,claim,value,unit,source_file,json_path,module
2022-2024,Finding 5,"R_LATE CAR[0,+1] Corrado",-2.916,Z,event_study.json,"…windows[CAR[0,+1]].z_corrado",event_study.py
2022-2024,Finding 5,"R_LATE CAR[-1,+1] mean CAR",-1.81,%,event_study.json,"summaries[R_LATE].windows[CAR[-1,+1]].mean_car",event_study.py
2022-2024,Finding 5,"R_LATE CAR[-1,+1] BMP",-4.676,t,event_study.json,"…windows[CAR[-1,+1]].t_bmp",event_study.py
2022-2024,Finding 5,"R_LATE CAR[-1,+1] Corrado",-4.301,Z,event_study.json,"…windows[CAR[-1,+1]].z_corrado",event_study.py
2022-2024,Finding 5,"R_LATE CAR[0,+5] mean CAR",-1.26,%,event_study.json,"summaries[R_LATE].windows[CAR[0,+5]].mean_car",event_study.py
2022-2024,Finding 5,"R_LATE CAR[0,+5] BMP",-1.341,t,event_study.json,"…windows[CAR[0,+5]].t_bmp",event_study.py
2022-2024,Finding 5,"R_LATE CAR[0,+5] Corrado",-2.663,Z,event_study.json,"…windows[CAR[0,+5]].z_corrado",event_study.py
2022-2024,Finding 5,"R_LATE CAR[0,+20] mean CAR",-0.08,%,event_study.json,"summaries[R_LATE].windows[CAR[0,+20]].mean_car",event_study.py
2022-2024,Finding 5,"R_LATE CAR[0,+20] BMP",1.034,t,event_study.json,"…windows[CAR[0,+20]].t_bmp",event_study.py
2022-2024,Finding 5,"R_LATE CAR[0,+20] Corrado",-3.375,Z,event_study.json,"…windows[CAR[0,+20]].z_corrado",event_study.py
2022-2024,Finding 5,"R_LATE PLACEBO[-10,-3] mean CAR",-1.4,%,event_study.json,"summaries[R_LATE].windows[PLACEBO[-10,-3]].mean_car",event_study.py
2022-2024,Finding 5,"R_LATE PLACEBO[-10,-3] BMP",-1.173,t,event_study.json,"…windows[PLACEBO[-10,-3]].t_bmp",event_study.py
2022-2024,Finding 5,"R_LATE PLACEBO[-10,-3] Corrado",-2.199,Z,event_study.json,"…windows[PLACEBO[-10,-3]].z_corrado",event_study.py
2022-2024,Finding 5,"R_LISTING CAR[0,+1] mean CAR",-1.61,%,event_study.json,"summaries[R_LISTING].windows[CAR[0,+1]].mean_car",event_study.py
2022-2024,Finding 5,"R_LISTING CAR[0,+1] BMP",-5.199,t,event_study.json,"…windows[CAR[0,+1]].t_bmp",event_study.py
2022-2024,Finding 5,"R_LISTING CAR[0,+1] Corrado",-4.705,Z,event_study.json,"…windows[CAR[0,+1]].z_corrado",event_study.py
2022-2024,Finding 5,"R_LISTING CAR[-1,+1] mean CAR",-1.33,%,event_study.json,"summaries[R_LISTING].windows[CAR[-1,+1]].mean_car",event_study.py
2022-2024,Finding 5,"R_LISTING CAR[-1,+1] BMP",-2.218,t,event_study.json,"…windows[CAR[-1,+1]].t_bmp",event_study.py
2022-2024,Finding 5,"R_LISTING CAR[-1,+1] Corrado",-3.476,Z,event_study.json,"…windows[CAR[-1,+1]].z_corrado",event_study.py
2022-2024,Finding 5,"R_LISTING CAR[0,+5] mean CAR",-1.57,%,event_study.json,"summaries[R_LISTING].windows[CAR[0,+5]].mean_car",event_study.py
2022-2024,Finding 5,"R_LISTING CAR[0,+5] BMP",-2.759,t,event_study.json,"…windows[CAR[0,+5]].t_bmp",event_study.py
2022-2024,Finding 5,"R_LISTING CAR[0,+5] Corrado",-3.96,Z,event_study.json,"…windows[CAR[0,+5]].z_corrado",event_study.py
2022-2024,Finding 5,"R_LISTING CAR[0,+20] mean CAR",1.68,%,event_study.json,"summaries[R_LISTING].windows[CAR[0,+20]].mean_car",event_study.py
2022-2024,Finding 5,"R_LISTING CAR[0,+20] BMP",2.937,t,event_study.json,"…windows[CAR[0,+20]].t_bmp",event_study.py
2022-2024,Finding 5,"R_LISTING CAR[0,+20] Corrado",-1.539,Z,event_study.json,"…windows[CAR[0,+20]].z_corrado",event_study.py
2022-2024,Finding 5,"R_LISTING PLACEBO[-10,-3] mean CAR",-1.2,%,event_study.json,"summaries[R_LISTING].windows[PLACEBO[-10,-3]].mean_car",event_study.py
2022-2024,Finding 5,"R_LISTING PLACEBO[-10,-3] BMP",-3.252,t,event_study.json,"…windows[PLACEBO[-10,-3]].t_bmp",event_study.py
2022-2024,Finding 5,"R_LISTING PLACEBO[-10,-3] Corrado",-0.305,Z,event_study.json,"…windows[PLACEBO[-10,-3]].z_corrado",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE CAR[0,+1] mean CAR",-3.16,%,event_study.json,"summaries[R_NONRELIANCE].windows[CAR[0,+1]].mean_car",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE CAR[0,+1] BMP",-4.386,t,event_study.json,"…windows[CAR[0,+1]].t_bmp",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE CAR[0,+1] Corrado",-5.377,Z,event_study.json,"…windows[CAR[0,+1]].z_corrado",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE CAR[-1,+1] mean CAR",-3.59,%,event_study.json,"summaries[R_NONRELIANCE].windows[CAR[-1,+1]].mean_car",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE CAR[-1,+1] BMP",-4.379,t,event_study.json,"…windows[CAR[-1,+1]].t_bmp",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE CAR[-1,+1] Corrado",-5.66,Z,event_study.json,"…windows[CAR[-1,+1]].z_corrado",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE CAR[0,+5] mean CAR",-2.66,%,event_study.json,"summaries[R_NONRELIANCE].windows[CAR[0,+5]].mean_car",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE CAR[0,+5] BMP",-2.793,t,event_study.json,"…windows[CAR[0,+5]].t_bmp",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE CAR[0,+5] Corrado",-2.408,Z,event_study.json,"…windows[CAR[0,+5]].z_corrado",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE CAR[0,+20] mean CAR",-0.92,%,event_study.json,"summaries[R_NONRELIANCE].windows[CAR[0,+20]].mean_car",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE CAR[0,+20] BMP",-0.214,t,event_study.json,"…windows[CAR[0,+20]].t_bmp",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE CAR[0,+20] Corrado",-0.366,Z,event_study.json,"…windows[CAR[0,+20]].z_corrado",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE PLACEBO[-10,-3] mean CAR",-0.86,%,event_study.json,"summaries[R_NONRELIANCE].windows[PLACEBO[-10,-3]].mean_car",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE PLACEBO[-10,-3] BMP",-0.556,t,event_study.json,"…windows[PLACEBO[-10,-3]].t_bmp",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE PLACEBO[-10,-3] Corrado",-0.603,Z,event_study.json,"…windows[PLACEBO[-10,-3]].z_corrado",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE (unconfounded only) CAR[0,+1] mean CAR",-2.03,%,event_study.json,"summaries[R_NONRELIANCE (unconfounded only)].windows[CAR[0,+1]].mean_car",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE (unconfounded only) CAR[0,+1] BMP",-2.34,t,event_study.json,"…windows[CAR[0,+1]].t_bmp",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE (unconfounded only) CAR[0,+1] Corrado",-3.19,Z,event_study.json,"…windows[CAR[0,+1]].z_corrado",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE (unconfounded only) CAR[-1,+1] mean CAR",-2.54,%,event_study.json,"summaries[R_NONRELIANCE (unconfounded only)].windows[CAR[-1,+1]].mean_car",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE (unconfounded only) CAR[-1,+1] BMP",-2.627,t,event_study.json,"…windows[CAR[-1,+1]].t_bmp",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE (unconfounded only) CAR[-1,+1] Corrado",-3.701,Z,event_study.json,"…windows[CAR[-1,+1]].z_corrado",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE (unconfounded only) CAR[0,+5] mean CAR",-1.67,%,event_study.json,"summaries[R_NONRELIANCE (unconfounded only)].windows[CAR[0,+5]].mean_car",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE (unconfounded only) CAR[0,+5] BMP",-1.243,t,event_study.json,"…windows[CAR[0,+5]].t_bmp",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE (unconfounded only) CAR[0,+5] Corrado",-0.993,Z,event_study.json,"…windows[CAR[0,+5]].z_corrado",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE (unconfounded only) CAR[0,+20] mean CAR",-1.14,%,event_study.json,"summaries[R_NONRELIANCE (unconfounded only)].windows[CAR[0,+20]].mean_car",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE (unconfounded only) CAR[0,+20] BMP",-0.244,t,event_study.json,"…windows[CAR[0,+20]].t_bmp",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE (unconfounded only) CAR[0,+20] Corrado",-0.75,Z,event_study.json,"…windows[CAR[0,+20]].z_corrado",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE (unconfounded only) PLACEBO[-10,-3] mean CAR",0.02,%,event_study.json,"summaries[R_NONRELIANCE (unconfounded only)].windows[PLACEBO[-10,-3]].mean_car",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE (unconfounded only) PLACEBO[-10,-3] BMP",-0.327,t,event_study.json,"…windows[PLACEBO[-10,-3]].t_bmp",event_study.py
2022-2024,Finding 5,"R_NONRELIANCE (unconfounded only) PLACEBO[-10,-3] Corrado",-0.089,Z,event_study.json,"…windows[PLACEBO[-10,-3]].z_corrado",event_study.py
2022-2024,Finding 5,"UNION — first revelation of any type per issuer CAR[0,+1] mean CAR",-1.21,%,event_study.json,"summaries[UNION — first revelation of any type per issuer].windows[CAR[0,+1]].mean_car",event_study.py
2022-2024,Finding 5,"UNION — first revelation of any type per issuer CAR[0,+1] BMP",-5.866,t,event_study.json,"…windows[CAR[0,+1]].t_bmp",event_study.py
2022-2024,Finding 5,"UNION — first revelation of any type per issuer CAR[0,+1] Corrado",-3.728,Z,event_study.json,"…windows[CAR[0,+1]].z_corrado",event_study.py
2022-2024,Finding 5,"UNION — first revelation of any type per issuer CAR[-1,+1] mean CAR",-1.24,%,event_study.json,"summaries[UNION — first revelation of any type per issuer].windows[CAR[-1,+1]].mean_car",event_study.py
2022-2024,Finding 5,"UNION — first revelation of any type per issuer CAR[-1,+1] BMP",-4.968,t,event_study.json,"…windows[CAR[-1,+1]].t_bmp",event_study.py
2022-2024,Finding 5,"UNION — first revelation of any type per issuer CAR[-1,+1] Corrado",-4.056,Z,event_study.json,"…windows[CAR[-1,+1]].z_corrado",event_study.py
2022-2024,Finding 5,"UNION — first revelation of any type per issuer CAR[0,+5] mean CAR",-1.21,%,event_study.json,"summaries[UNION — first revelation of any type per issuer].windows[CAR[0,+5]].mean_car",event_study.py
2022-2024,Finding 5,"UNION — first revelation of any type per issuer CAR[0,+5] BMP",-2.981,t,event_study.json,"…windows[CAR[0,+5]].t_bmp",event_study.py
2022-2024,Finding 5,"UNION — first revelation of any type per issuer CAR[0,+5] Corrado",-3.422,Z,event_study.json,"…windows[CAR[0,+5]].z_corrado",event_study.py
2022-2024,Finding 5,"UNION — first revelation of any type per issuer CAR[0,+20] mean CAR",0.52,%,event_study.json,"summaries[UNION — first revelation of any type per issuer].windows[CAR[0,+20]].mean_car",event_study.py
2022-2024,Finding 5,"UNION — first revelation of any type per issuer CAR[0,+20] BMP",1.86,t,event_study.json,"…windows[CAR[0,+20]].t_bmp",event_study.py
2022-2024,Finding 5,"UNION — first revelation of any type per issuer CAR[0,+20] Corrado",-1.966,Z,event_study.json,"…windows[CAR[0,+20]].z_corrado",event_study.py
2022-2024,Finding 5,"UNION — first revelation of any type per issuer PLACEBO[-10,-3] mean CAR",-0.71,%,event_study.json,"summaries[UNION — first revelation of any type per issuer].windows[PLACEBO[-10,-3]].mean_car",event_study.py
2022-2024,Finding 5,"UNION — first revelation of any type per issuer PLACEBO[-10,-3] BMP",-1.898,t,event_study.json,"…windows[PLACEBO[-10,-3]].t_bmp",event_study.py
2022-2024,Finding 5,"UNION — first revelation of any type per issuer PLACEBO[-10,-3] Corrado",-0.408,Z,event_study.json,"…windows[PLACEBO[-10,-3]].z_corrado",event_study.py
2022-2024,Finding 5,attributable loss — R_AUDITOR,-0.908,$B,event_study.json,tier2[R_AUDITOR].attributable_signed_usd,event_study.py
2022-2024,Finding 5,  CI low — R_AUDITOR,-2.482,$B,event_study.json,…attributable_signed_ci[0],event_study.py
2022-2024,Finding 5,  CI high — R_AUDITOR,0.612,$B,event_study.json,…attributable_signed_ci[1],event_study.py
2022-2024,Finding 5,attributable loss — R_LATE,-4.306,$B,event_study.json,tier2[R_LATE].attributable_signed_usd,event_study.py
2022-2024,Finding 5,  CI low — R_LATE,-7.929,$B,event_study.json,…attributable_signed_ci[0],event_study.py
2022-2024,Finding 5,  CI high — R_LATE,-1.214,$B,event_study.json,…attributable_signed_ci[1],event_study.py
2022-2024,Finding 5,attributable loss — R_LISTING,-4.888,$B,event_study.json,tier2[R_LISTING].attributable_signed_usd,event_study.py
2022-2024,Finding 5,  CI low — R_LISTING,-7.415,$B,event_study.json,…attributable_signed_ci[0],event_study.py
2022-2024,Finding 5,  CI high — R_LISTING,-2.622,$B,event_study.json,…attributable_signed_ci[1],event_study.py
2022-2024,Finding 5,attributable loss — R_NONRELIANCE,-3.464,$B,event_study.json,tier2[R_NONRELIANCE].attributable_signed_usd,event_study.py
2022-2024,Finding 5,  CI low — R_NONRELIANCE,-6.511,$B,event_study.json,…attributable_signed_ci[0],event_study.py
2022-2024,Finding 5,  CI high — R_NONRELIANCE,-0.999,$B,event_study.json,…attributable_signed_ci[1],event_study.py
2022-2024,Finding 5,attributable loss — R_NONRELIANCE (unconfounded only),-0.343,$B,event_study.json,tier2[R_NONRELIANCE (unconfounded only)].attributable_signed_usd,event_study.py
2022-2024,Finding 5,  CI low — R_NONRELIANCE (unconfounded only),-1.49,$B,event_study.json,…attributable_signed_ci[0],event_study.py
2022-2024,Finding 5,  CI high — R_NONRELIANCE (unconfounded only),0.891,$B,event_study.json,…attributable_signed_ci[1],event_study.py
2022-2024,Finding 5,attributable loss — UNION — first revelation of any type per issuer,-10.473,$B,event_study.json,tier2[UNION — first revelation of any type per issuer].attributable_signed_usd,event_study.py
2022-2024,Finding 5,  CI low — UNION — first revelation of any type per issuer,-15.292,$B,event_study.json,…attributable_signed_ci[0],event_study.py
2022-2024,Finding 5,  CI high — UNION — first revelation of any type per issuer,-5.894,$B,event_study.json,…attributable_signed_ci[1],event_study.py
2022-2024,Finding 5,"revelation events, total",18972,events,revelations.json,n_events,revelations.py
2022-2024,Finding 5,revelation events — R_AUDITOR,3043,events,revelations.json,by_type.R_AUDITOR,revelations.py
2022-2024,Finding 5,revelation events — R_LATE,7971,events,revelations.json,by_type.R_LATE,revelations.py
2022-2024,Finding 5,revelation events — R_LISTING,7267,events,revelations.json,by_type.R_LISTING,revelations.py
2022-2024,Finding 5,revelation events — R_NONRELIANCE,691,events,revelations.json,by_type.R_NONRELIANCE,revelations.py
2022-2024,Two screens,y_nonrel 1 nano in-sample AUC,0.6888,AUC,stratified.json,results[y_nonrel|1 nano].auc_in_sample,stratified.py
2022-2024,Two screens,Going-concern doubt OR — y_nonrel 1 nano,1.512,OR,stratified.json,…coefficients[going_concern].or,stratified.py
2022-2024,Two screens,Material weakness (alt phrasing) OR — y_nonrel 1 nano,1.174,OR,stratified.json,…coefficients[mw_alt].or,stratified.py
2022-2024,Two screens,Material weakness OR — y_nonrel 1 nano,1.553,OR,stratified.json,…coefficients[material_weakness].or,stratified.py
2022-2024,Two screens,A1 share explosion OR — y_nonrel 1 nano,1.372,OR,stratified.json,…coefficients[a1].or,stratified.py
2022-2024,Two screens,Reverse stock split OR — y_nonrel 1 nano,0.96,OR,stratified.json,…coefficients[rss].or,stratified.py
2022-2024,Two screens,At-the-market facility OR — y_nonrel 1 nano,0.97,OR,stratified.json,…coefficients[atm_facility].or,stratified.py
2022-2024,Two screens,Equity line of credit OR — y_nonrel 1 nano,1.439,OR,stratified.json,…coefficients[elc].or,stratified.py
2022-2024,Two screens,Standby equity purchase OR — y_nonrel 1 nano,0.825,OR,stratified.json,…coefficients[sepa].or,stratified.py
2022-2024,Two screens,Pre-funded warrant (unpaired) OR — y_nonrel 1 nano,0.932,OR,stratified.json,…coefficients[prefunded_solo].or,stratified.py
2022-2024,Two screens,y_nonrel 2 mid in-sample AUC,0.7683,AUC,stratified.json,results[y_nonrel|2 mid].auc_in_sample,stratified.py
2022-2024,Two screens,Going-concern doubt OR — y_nonrel 2 mid,2.27,OR,stratified.json,…coefficients[going_concern].or,stratified.py
2022-2024,Two screens,Material weakness (alt phrasing) OR — y_nonrel 2 mid,2.784,OR,stratified.json,…coefficients[mw_alt].or,stratified.py
2022-2024,Two screens,Material weakness OR — y_nonrel 2 mid,1.048,OR,stratified.json,…coefficients[material_weakness].or,stratified.py
2022-2024,Two screens,A1 share explosion OR — y_nonrel 2 mid,1.482,OR,stratified.json,…coefficients[a1].or,stratified.py
2022-2024,Two screens,Reverse stock split OR — y_nonrel 2 mid,1.69,OR,stratified.json,…coefficients[rss].or,stratified.py
2022-2024,Two screens,At-the-market facility OR — y_nonrel 2 mid,0.74,OR,stratified.json,…coefficients[atm_facility].or,stratified.py
2022-2024,Two screens,Equity line of credit OR — y_nonrel 2 mid,1.798,OR,stratified.json,…coefficients[elc].or,stratified.py
2022-2024,Two screens,Standby equity purchase OR — y_nonrel 2 mid,3.362,OR,stratified.json,…coefficients[sepa].or,stratified.py
2022-2024,Two screens,Pre-funded warrant (unpaired) OR — y_nonrel 2 mid,1.395,OR,stratified.json,…coefficients[prefunded_solo].or,stratified.py
2022-2024,Two screens,y_nonrel 3 large in-sample AUC,0.7954,AUC,stratified.json,results[y_nonrel|3 large].auc_in_sample,stratified.py
2022-2024,Two screens,Material weakness (alt phrasing) OR — y_nonrel 3 large,10.018,OR,stratified.json,…coefficients[mw_alt].or,stratified.py
2022-2024,Two screens,Material weakness OR — y_nonrel 3 large,1.475,OR,stratified.json,…coefficients[material_weakness].or,stratified.py
2022-2024,Two screens,Reverse stock split OR — y_nonrel 3 large,0.321,OR,stratified.json,…coefficients[rss].or,stratified.py
2022-2024,Two screens,At-the-market facility OR — y_nonrel 3 large,0.549,OR,stratified.json,…coefficients[atm_facility].or,stratified.py
2022-2024,Two screens,Equity line of credit OR — y_nonrel 3 large,1.203,OR,stratified.json,…coefficients[elc].or,stratified.py
2022-2024,Two screens,y_severe 1 nano in-sample AUC,0.7116,AUC,stratified.json,results[y_severe|1 nano].auc_in_sample,stratified.py
2022-2024,Two screens,Going-concern doubt OR — y_severe 1 nano,1.952,OR,stratified.json,…coefficients[going_concern].or,stratified.py
2022-2024,Two screens,Material weakness (alt phrasing) OR — y_severe 1 nano,0.971,OR,stratified.json,…coefficients[mw_alt].or,stratified.py
2022-2024,Two screens,Material weakness OR — y_severe 1 nano,1.268,OR,stratified.json,…coefficients[material_weakness].or,stratified.py
2022-2024,Two screens,A1 share explosion OR — y_severe 1 nano,2.083,OR,stratified.json,…coefficients[a1].or,stratified.py
2022-2024,Two screens,Reverse stock split OR — y_severe 1 nano,1.468,OR,stratified.json,…coefficients[rss].or,stratified.py
2022-2024,Two screens,At-the-market facility OR — y_severe 1 nano,1.056,OR,stratified.json,…coefficients[atm_facility].or,stratified.py
2022-2024,Two screens,Equity line of credit OR — y_severe 1 nano,1.756,OR,stratified.json,…coefficients[elc].or,stratified.py
2022-2024,Two screens,Standby equity purchase OR — y_severe 1 nano,0.877,OR,stratified.json,…coefficients[sepa].or,stratified.py
2022-2024,Two screens,Pre-funded warrant (unpaired) OR — y_severe 1 nano,1.365,OR,stratified.json,…coefficients[prefunded_solo].or,stratified.py
2022-2024,Two screens,y_severe 2 mid in-sample AUC,0.6893,AUC,stratified.json,results[y_severe|2 mid].auc_in_sample,stratified.py
2022-2024,Two screens,Going-concern doubt OR — y_severe 2 mid,1.882,OR,stratified.json,…coefficients[going_concern].or,stratified.py
2022-2024,Two screens,Material weakness (alt phrasing) OR — y_severe 2 mid,1.714,OR,stratified.json,…coefficients[mw_alt].or,stratified.py
2022-2024,Two screens,Material weakness OR — y_severe 2 mid,0.959,OR,stratified.json,…coefficients[material_weakness].or,stratified.py
2022-2024,Two screens,A1 share explosion OR — y_severe 2 mid,1.288,OR,stratified.json,…coefficients[a1].or,stratified.py
2022-2024,Two screens,Reverse stock split OR — y_severe 2 mid,1.348,OR,stratified.json,…coefficients[rss].or,stratified.py
2022-2024,Two screens,At-the-market facility OR — y_severe 2 mid,1.452,OR,stratified.json,…coefficients[atm_facility].or,stratified.py
2022-2024,Two screens,Equity line of credit OR — y_severe 2 mid,0.706,OR,stratified.json,…coefficients[elc].or,stratified.py
2022-2024,Two screens,Pre-funded warrant (unpaired) OR — y_severe 2 mid,1.21,OR,stratified.json,…coefficients[prefunded_solo].or,stratified.py
2022-2024,Two screens,y_severe 3 large in-sample AUC,0.6941,AUC,stratified.json,results[y_severe|3 large].auc_in_sample,stratified.py
2022-2024,Two screens,Going-concern doubt OR — y_severe 3 large,0.723,OR,stratified.json,…coefficients[going_concern].or,stratified.py
2022-2024,Two screens,Material weakness (alt phrasing) OR — y_severe 3 large,1.34,OR,stratified.json,…coefficients[mw_alt].or,stratified.py
2022-2024,Two screens,Material weakness OR — y_severe 3 large,1.411,OR,stratified.json,…coefficients[material_weakness].or,stratified.py
2022-2024,Two screens,A1 share explosion OR — y_severe 3 large,1.0,OR,stratified.json,…coefficients[a1].or,stratified.py
2022-2024,Two screens,Reverse stock split OR — y_severe 3 large,1.824,OR,stratified.json,…coefficients[rss].or,stratified.py
2022-2024,Two screens,At-the-market facility OR — y_severe 3 large,1.231,OR,stratified.json,…coefficients[atm_facility].or,stratified.py
2022-2024,Two screens,Equity line of credit OR — y_severe 3 large,1.0,OR,stratified.json,…coefficients[elc].or,stratified.py
2022-2024,Verification,attributable loss — 1 nano,-1.042,$B,verify_claims.json,claim1_loss_by_stratum.by_stratum[1 nano].attributable_usd,verify_claims.py
2022-2024,Verification,share of loss — 1 nano,10.95,%,verify_claims.json,…share_of_total,verify_claims.py
2022-2024,Verification,attributable loss — 2 mid,-4.807,$B,verify_claims.json,claim1_loss_by_stratum.by_stratum[2 mid].attributable_usd,verify_claims.py
2022-2024,Verification,share of loss — 2 mid,50.5,%,verify_claims.json,…share_of_total,verify_claims.py
2022-2024,Verification,attributable loss — 3 large,-3.669,$B,verify_claims.json,claim1_loss_by_stratum.by_stratum[3 large].attributable_usd,verify_claims.py
2022-2024,Verification,share of loss — 3 large,38.55,%,verify_claims.json,…share_of_total,verify_claims.py
2022-2024,Verification,OOS AUC — y_nonrel 1 nano,0.6417,AUC,verify_claims.json,claim2_out_of_sample[y_nonrel|1 nano].auc_oos,verify_claims.py
2022-2024,Verification,OOS AUC — y_nonrel 2 mid,0.7295,AUC,verify_claims.json,claim2_out_of_sample[y_nonrel|2 mid].auc_oos,verify_claims.py
2022-2024,Verification,OOS AUC — y_severe 1 nano,0.65,AUC,verify_claims.json,claim2_out_of_sample[y_severe|1 nano].auc_oos,verify_claims.py
2022-2024,Verification,OOS AUC — y_severe 2 mid,0.6301,AUC,verify_claims.json,claim2_out_of_sample[y_severe|2 mid].auc_oos,verify_claims.py
2022-2024,Verification,OOS AUC — y_severe 3 large,0.6701,AUC,verify_claims.json,claim2_out_of_sample[y_severe|3 large].auc_oos,verify_claims.py
2022-2024,Table 1,ALL FILERS — median_assets,686310500.0,$,population_profile.json,groups[ALL FILERS].median_assets,population_profile.py
2022-2024,Table 1,ALL FILERS — median_revenue,410921000,$,population_profile.json,groups[ALL FILERS].median_revenue,population_profile.py
2022-2024,Table 1,ALL FILERS — median_net_income,299826,$,population_profile.json,groups[ALL FILERS].median_net_income,population_profile.py
2022-2024,Table 1,ALL FILERS — pct_lossmaking,48.4,%,population_profile.json,groups[ALL FILERS].pct_lossmaking,population_profile.py
2022-2024,Table 1,ALL FILERS — pct_big4,21.1,%,population_profile.json,groups[ALL FILERS].pct_big4,population_profile.py
2022-2024,Table 1,ALL FILERS — pct_nasdaq,47.2,%,population_profile.json,groups[ALL FILERS].pct_nasdaq,population_profile.py
2022-2024,Table 1,Small tercile — median_assets,17818571.5,$,population_profile.json,groups[Small tercile].median_assets,population_profile.py
2022-2024,Table 1,Small tercile — median_revenue,4689661.5,$,population_profile.json,groups[Small tercile].median_revenue,population_profile.py
2022-2024,Table 1,Small tercile — median_net_income,-3340212,$,population_profile.json,groups[Small tercile].median_net_income,population_profile.py
2022-2024,Table 1,Small tercile — pct_lossmaking,78.6,%,population_profile.json,groups[Small tercile].pct_lossmaking,population_profile.py
2022-2024,Table 1,Small tercile — pct_big4,9.4,%,population_profile.json,groups[Small tercile].pct_big4,population_profile.py
2022-2024,Table 1,Small tercile — pct_nasdaq,48.4,%,population_profile.json,groups[Small tercile].pct_nasdaq,population_profile.py
2022-2024,Table 1,Middle tercile — median_assets,685683000,$,population_profile.json,groups[Middle tercile].median_assets,population_profile.py
2022-2024,Table 1,Middle tercile — median_revenue,372766000,$,population_profile.json,groups[Middle tercile].median_revenue,population_profile.py
2022-2024,Table 1,Middle tercile — median_net_income,20034,$,population_profile.json,groups[Middle tercile].median_net_income,population_profile.py
2022-2024,Table 1,Middle tercile — pct_lossmaking,49.7,%,population_profile.json,groups[Middle tercile].pct_lossmaking,population_profile.py
2022-2024,Table 1,Middle tercile — pct_big4,30.6,%,population_profile.json,groups[Middle tercile].pct_big4,population_profile.py
2022-2024,Table 1,Middle tercile — pct_nasdaq,59.3,%,population_profile.json,groups[Middle tercile].pct_nasdaq,population_profile.py
2022-2024,Table 1,Large tercile — median_assets,8435930000,$,population_profile.json,groups[Large tercile].median_assets,population_profile.py
2022-2024,Table 1,Large tercile — median_revenue,4203792500.0,$,population_profile.json,groups[Large tercile].median_revenue,population_profile.py
2022-2024,Table 1,Large tercile — median_net_income,266440000,$,population_profile.json,groups[Large tercile].median_net_income,population_profile.py
2022-2024,Table 1,Large tercile — pct_lossmaking,16.1,%,population_profile.json,groups[Large tercile].pct_lossmaking,population_profile.py
2022-2024,Table 1,Large tercile — pct_big4,23.3,%,population_profile.json,groups[Large tercile].pct_big4,population_profile.py
2022-2024,Table 1,Large tercile — pct_nasdaq,33.8,%,population_profile.json,groups[Large tercile].pct_nasdaq,population_profile.py
2022-2024,Table 1,0 warning signs — median_assets,2098086000.0,$,population_profile.json,groups[0 warning signs].median_assets,population_profile.py
2022-2024,Table 1,0 warning signs — median_revenue,1214877000,$,population_profile.json,groups[0 warning signs].median_revenue,population_profile.py
2022-2024,Table 1,0 warning signs — median_net_income,34586257.5,$,population_profile.json,groups[0 warning signs].median_net_income,population_profile.py
2022-2024,Table 1,0 warning signs — pct_lossmaking,30.8,%,population_profile.json,groups[0 warning signs].pct_lossmaking,population_profile.py
2022-2024,Table 1,0 warning signs — pct_big4,25.0,%,population_profile.json,groups[0 warning signs].pct_big4,population_profile.py
2022-2024,Table 1,0 warning signs — pct_nasdaq,43.8,%,population_profile.json,groups[0 warning signs].pct_nasdaq,population_profile.py
2022-2024,Table 1,1 warning sign — median_assets,118375000,$,population_profile.json,groups[1 warning sign].median_assets,population_profile.py
2022-2024,Table 1,1 warning sign — median_revenue,49556961.5,$,population_profile.json,groups[1 warning sign].median_revenue,population_profile.py
2022-2024,Table 1,1 warning sign — median_net_income,-1528105,$,population_profile.json,groups[1 warning sign].median_net_income,population_profile.py
